Time,Tm,Rh,Na,Np,Li,H2s,Nh3,No2,Pm2,Pm10,Voc
2024-06-19 19:07:44,31,73,47,48,20,0,33,1,24,24,253
2024-06-19 19:12:44,31,73,47,60,13,0,34,1,22,22,395
2024-06-19 19:17:44,31,72,47,62,17,0,32,0,12,12,136
2024-06-19 19:22:43,30,72,47,48,17,0,35,0,11,11,112
2024-06-19 19:27:44,30,73,47,64,4,0,34,0,11,11,105
2024-06-19 19:32:43,30,72,47,48,17,0,31,0,10,10,60
2024-06-19 19:37:43,30,72,47,48,18,0,30,0,10,10,57
2024-06-19 19:42:43,30,74,47,48,17,0,32,0,10,10,90
2024-06-19 19:47:42,29,74,47,48,4,0,33,0,10,10,64
2024-06-19 19:52:42,29,75,47,50,4,0,34,0,10,10,101
2024-06-19 19:57:42,29,75,47,48,17,0,33,0,9,9,113
2024-06-19 20:02:42,29,76,47,69,16,0,33,0,10,10,89
2024-06-19 20:07:42,29,76,47,48,13,0,35,1,11,11,138
2024-06-19 20:12:41,29,77,48,257,3,0,36,1,10,10,133
2024-06-19 20:17:41,29,78,47,48,13,0,36,1,12,12,130
2024-06-19 20:22:41,29,77,47,51,17,0,36,1,9,9,116
2024-06-19 20:24:35,29,77,47,54,14,0,34,1,10,10,76
2024-06-19 20:29:35,28,78,48,208,3,0,33,1,10,10,89
2024-06-19 20:34:35,28,78,47,49,16,0,33,1,9,9,66
2024-06-19 20:39:34,28,78,47,48,3,0,29,0,10,10,65
2024-06-19 20:44:35,28,78,47,53,4,0,33,0,10,10,97
2024-06-19 20:49:34,28,78,47,53,5,0,33,0,9,9,98
2024-06-19 20:54:34,28,79,47,49,4,0,31,0,10,10,86
2024-06-19 20:59:33,28,79,47,49,4,0,34,1,10,10,92
2024-06-19 21:04:33,28,79,47,50,12,0,35,1,11,11,94
2024-06-19 21:09:34,28,79,47,61,12,0,31,1,10,10,50
2024-06-19 21:14:33,28,79,47,54,18,0,32,1,10,10,77
2024-06-19 21:19:33,28,79,47,59,17,0,33,1,11,11,93
2024-06-19 21:24:33,28,79,47,51,16,0,35,1,12,12,71
2024-06-19 21:29:33,28,80,47,53,16,0,36,1,12,12,143
2024-06-19 21:34:32,28,80,47,51,3,0,38,1,10,10,113
2024-06-19 21:39:32,28,79,47,55,12,0,36,1,11,11,83
2024-06-19 21:44:33,28,79,47,49,12,0,36,1,12,12,91
2024-06-19 21:59:32,28,80,47,51,4,0,33,1,10,10,93
2024-06-19 22:04:32,28,81,47,48,18,0,37,1,11,11,129
2024-06-19 22:09:31,28,80,47,52,16,0,34,1,11,11,72
2024-06-19 22:14:31,28,80,47,48,4,0,35,1,12,12,95
2024-06-19 22:19:31,28,80,47,48,4,0,35,1,12,12,69
2024-06-19 22:24:31,28,80,47,52,3,0,32,1,11,11,72
2024-06-19 22:29:31,28,81,47,50,15,0,34,1,12,12,73
2024-06-19 22:34:31,28,80,47,124,15,0,35,1,12,12,110
2024-06-19 22:39:30,28,81,47,48,15,0,37,1,11,11,112
2024-06-19 22:44:30,28,81,47,48,5,0,36,1,12,12,75
2024-06-19 22:49:30,28,80,47,49,14,0,34,0,12,12,58
2024-06-19 22:54:30,28,80,47,48,3,0,33,0,11,11,66
2024-06-19 22:59:30,28,80,47,54,12,0,34,1,12,12,77
2024-06-19 23:04:30,28,79,47,48,4,0,29,0,10,10,56
2024-06-19 23:09:30,28,80,47,48,16,0,33,1,11,11,97
2024-06-19 23:14:30,28,80,47,52,13,0,35,1,12,12,91
2024-06-19 23:19:29,28,79,47,48,4,0,33,1,11,11,60
2024-06-19 23:24:29,28,79,47,48,3,0,33,1,9,9,58
2024-06-19 23:29:29,28,80,47,48,9,0,33,1,12,12,69
2024-06-19 23:34:29,28,80,47,48,17,0,33,1,11,11,77
2024-06-19 23:39:29,28,80,47,48,11,0,35,1,11,11,73
2024-06-19 23:44:29,28,80,47,50,16,0,36,1,11,11,88
2024-06-19 23:49:28,27,79,47,49,3,0,33,1,9,9,51
2024-06-19 23:54:28,27,80,47,54,4,0,36,1,11,11,89
2024-06-19 23:59:28,27,79,47,48,4,0,29,1,11,11,39
2024-06-20 0:04:28,27,80,47,60,3,0,31,1,12,12,62
2024-06-20 0:09:28,27,80,47,54,4,0,35,1,11,11,78
2024-06-20 0:14:28,27,79,47,48,17,0,33,1,11,11,50
2024-06-20 0:19:28,27,80,47,48,4,0,35,1,11,11,88
2024-06-20 0:24:27,27,81,47,48,9,0,35,1,12,12,65
2024-06-20 0:29:27,27,81,47,55,4,0,34,1,11,11,77
2024-06-20 0:34:27,27,80,47,48,8,0,35,1,10,10,79
2024-06-20 0:39:27,27,80,47,49,4,0,33,1,10,10,49
2024-06-20 0:44:26,27,80,47,49,16,0,34,1,10,10,50
2024-06-20 0:49:26,27,79,47,53,4,0,30,1,10,10,31
2024-06-20 0:54:26,27,80,47,60,14,0,35,1,11,11,88
2024-06-20 0:59:26,27,80,47,51,17,0,35,1,11,11,49
2024-06-20 1:04:26,27,80,47,48,11,0,35,1,11,11,62
2024-06-20 7:41:52,25,94,46,50,703,0,33,2,27,27,90
2024-06-20 8:46:58,26,90,52,236,702,0,31,1,22,22,81
2024-06-20 8:51:58,26,90,55,227,704,0,28,1,20,20,93
2024-06-20 8:56:59,27,88,47,59,702,0,26,1,17,17,100
2024-06-20 9:01:58,27,85,47,70,702,0,23,1,17,17,104
2024-06-20 9:06:58,28,85,48,104,702,0,27,1,17,17,110
2024-06-20 9:11:58,28,83,47,74,703,0,26,1,15,15,102
2024-06-20 9:16:58,28,80,48,127,702,0,25,1,15,15,109
2024-06-20 9:21:58,28,78,48,133,704,0,24,1,15,15,79
2024-06-20 9:26:57,29,79,47,167,703,0,26,1,16,16,92
2024-06-20 9:31:57,29,79,47,82,702,0,28,1,17,17,133
2024-06-20 9:36:57,29,77,54,272,702,0,23,1,15,15,81
2024-06-20 9:41:57,29,77,47,70,703,0,23,1,18,18,111
2024-06-20 9:46:57,29,78,49,106,702,0,26,1,18,18,139
2024-06-20 9:51:56,29,79,55,229,702,0,25,1,18,18,142
2024-06-20 9:56:56,29,79,48,154,703,0,25,1,15,15,116
2024-06-20 10:01:56,29,77,48,202,703,0,26,1,16,16,154
2024-06-20 10:06:56,29,78,47,106,702,0,27,1,15,15,119
2024-06-20 10:11:56,29,77,48,203,703,0,27,1,14,14,139
2024-06-20 10:16:56,29,76,47,49,703,0,24,0,14,14,109
2024-06-20 10:21:55,29,76,47,48,703,0,24,0,12,12,118
2024-06-20 10:26:55,29,76,47,49,702,0,26,0,13,13,114
2024-06-20 10:31:55,29,76,48,159,701,0,26,0,14,14,129
2024-06-20 10:36:55,30,74,47,49,710,0,23,0,14,14,161
2024-06-20 10:41:55,30,75,48,211,702,0,27,1,12,12,150
2024-06-20 10:46:54,30,74,47,48,702,0,25,0,11,11,88
2024-06-20 10:51:54,30,73,47,83,702,0,26,0,12,12,103
2024-06-20 10:56:54,30,72,47,51,702,0,24,0,12,12,80
2024-06-20 11:01:54,30,70,47,48,705,0,25,0,13,13,131
2024-06-20 11:06:54,31,72,47,60,701,0,28,0,12,12,144
2024-06-20 11:11:53,31,71,47,51,700,0,29,0,12,12,136
2024-06-20 11:16:56,31,67,47,50,702,0,25,0,11,11,60
2024-06-20 11:21:53,31,69,47,48,702,0,26,0,11,11,109
2024-06-20 11:26:53,31,69,47,48,703,0,29,0,11,11,171
2024-06-20 11:31:52,32,67,47,48,702,0,28,0,13,13,168
2024-06-20 11:36:54,32,66,47,51,702,0,29,0,10,10,169
2024-06-20 11:41:56,32,68,47,51,702,0,32,1,14,14,291
2024-06-20 11:41:57,32,68,47,51,702,0,32,1,14,14,291
2024-06-20 11:46:51,32,68,49,212,702,0,30,1,11,11,191
2024-06-20 11:51:51,32,65,47,73,703,0,25,0,10,10,110
2024-06-20 11:51:55,32,65,47,73,703,0,25,0,10,10,110
2024-06-20 11:52:00,32,65,47,73,703,0,25,0,10,10,110
2024-06-20 11:52:06,32,65,47,73,703,0,25,0,10,10,110
2024-06-20 11:56:52,32,65,47,55,702,0,29,0,14,14,178
2024-06-20 12:01:50,32,62,47,51,702,0,24,0,11,11,66
2024-06-20 12:06:49,32,63,47,51,702,0,21,0,10,10,74
2024-06-20 12:11:49,32,64,47,108,702,0,24,0,11,11,117
2024-06-20 12:16:50,32,67,47,48,702,0,28,0,13,13,199
2024-06-20 12:21:49,32,64,47,49,702,0,24,0,10,10,112
2024-06-20 12:26:50,32,63,47,52,701,0,24,0,10,10,105
2024-06-20 12:31:50,33,65,47,48,702,0,27,0,10,10,177
2024-06-20 12:36:48,33,67,47,49,702,0,29,1,9,9,221
2024-06-20 12:41:57,33,62,47,74,702,0,27,0,9,9,120
2024-06-20 12:41:57,33,62,47,74,702,0,27,0,9,9,120
2024-06-20 12:41:57,33,62,47,74,702,0,27,0,9,9,120
2024-06-20 12:46:47,33,63,47,56,701,0,27,0,10,10,136
2024-06-20 12:51:46,33,62,47,48,708,0,29,0,10,10,218
2024-06-20 12:56:53,33,64,47,50,703,0,28,0,9,9,174
2024-06-20 12:56:54,33,64,47,50,703,0,28,0,9,9,174
2024-06-20 13:01:45,33,61,47,53,702,0,25,0,9,9,135
2024-06-20 13:06:45,34,61,48,107,702,0,25,0,9,9,144
2024-06-20 13:11:44,34,63,47,54,702,0,31,1,9,9,218
2024-06-20 13:16:44,34,59,47,51,702,0,31,0,10,10,155
2024-06-20 13:21:44,34,58,47,83,702,0,29,0,10,10,112
2024-06-20 13:26:43,34,59,47,58,704,0,29,0,10,10,166
2024-06-20 13:26:48,34,59,47,58,704,0,29,0,10,10,166
2024-06-20 13:26:56,34,59,47,58,704,0,29,0,10,10,166
2024-06-20 13:31:43,34,59,47,56,703,0,29,0,10,10,153
2024-06-20 13:36:42,34,59,47,54,702,0,24,0,10,10,108
2024-06-20 13:41:42,34,64,47,48,702,0,29,1,9,9,180
2024-06-20 13:46:41,34,59,47,77,702,0,30,0,9,9,205
2024-06-20 13:51:41,34,59,47,48,701,0,32,1,10,10,276
2024-06-20 13:56:41,34,60,47,67,702,0,31,1,8,8,188
2024-06-20 14:01:41,34,62,47,70,701,0,32,1,9,9,210
2024-06-20 14:11:40,34,61,47,74,702,0,33,1,10,10,247
2024-06-20 14:26:39,34,61,47,55,701,0,32,0,10,10,225
2024-06-20 14:31:41,35,59,51,200,702,0,34,1,9,9,229
2024-06-20 14:41:40,35,60,47,53,702,0,32,1,10,10,185
2024-06-20 14:51:38,35,57,47,51,702,0,33,0,10,10,228
2024-06-20 14:56:38,35,57,47,49,702,0,30,0,9,9,159
2024-06-20 15:01:40,35,60,47,48,701,0,35,1,9,9,249
2024-06-20 15:06:37,34,61,47,50,701,0,34,1,10,10,211
2024-06-20 15:11:37,34,61,47,52,702,0,35,1,10,10,252
2024-06-20 15:16:39,34,63,47,54,701,0,34,1,10,10,234
2024-06-20 15:26:35,34,61,47,72,702,0,29,0,9,9,156
2024-06-20 15:31:35,34,62,47,49,702,0,31,0,9,9,272
2024-06-20 15:36:35,34,59,47,48,702,0,29,0,10,10,167
2024-06-20 15:41:35,34,60,47,51,701,0,30,0,10,10,245
2024-06-20 15:46:41,34,61,47,49,702,0,25,0,12,12,152
2024-06-20 15:46:56,34,61,47,49,702,0,25,0,12,12,152
2024-06-20 15:51:37,34,61,47,50,701,0,28,0,12,12,164
2024-06-20 15:56:33,34,62,47,52,702,0,29,0,10,10,255
